City,Airport Code,Trip Distance (km),Total Distance (km)
Saipan,SPN,4309.98,1.46242e+07
Rota,ROP,5318.51,1.46295e+07
Agana,GUM,5365.72,1.46349e+07
Honolulu,HNL,2415.07,1.46373e+07
Majuro,MAJ,5117.64,1.46424e+07
Kwajalein,KWA,2317.44,1.46447e+07
Majuro,MAJ,1769.74,1.46465e+07
Honolulu,HNL,202.838,1.46467e+07
Kiritimati,CXI,5317.64,1.4652e+07
Honolulu,HNL,2739.15,1.46547e+07
Agana,GUM,7148.72,1.46619e+07
Chuuk,TKK,4301.76,1.46662e+07
Pohnpei,PNI,3795.79,1.467e+07
Chuuk,TKK,4156.9,1.46741e+07
Agana,GUM,5593.08,1.46797e+07
Babelthuap,ROR,5787.75,1.46855e+07
Agana,GUM,6288.85,1.46918e+07
Chuuk,TKK,4301.76,1.46961e+07
Pohnpei,PNI,3795.79,1.46999e+07
Kosrae,KSA,2911.61,1.47028e+07
Kwajalein,KWA,2626.59,1.47054e+07
Majuro,MAJ,1769.74,1.47072e+07
Honolulu,HNL,202.838,1.47074e+07
Agana,GUM,7148.72,1.47146e+07
Yap,YAP,5662.51,1.47202e+07
Agana,GUM,5946.2,1.47262e+07
Tokyo,NRT,7826.82,1.4734e+07
Taipei,TSA,7061.23,1.47411e+07
Kinmen,KNH,7426.22,1.47485e+07
Taipei,TSA,7292.83,1.47558e+07
Fengnin,TTT,7172.5,1.47629e+07
Taipei,TSA,7485.68,1.47704e+07
Tokyo,NRT,6807.02,1.47772e+07
Kaohsiung,KHH,6978.44,1.47842e+07
Qingdao,TAO,8172.22,1.47924e+07
Taichung,RMQ,6251.95,1.47986e+07
Hong Kong,HKG,7611.51,1.48063e+07
Tainan,TNN,7420.67,1.48137e+07
Hong Kong,HKG,7725.34,1.48214e+07
Taichung,RMQ,7461.12,1.48289e+07
Makung,MZG,7363.1,1.48362e+07
Taipei,TSA,7390.48,1.48436e+07
Hualien,HUN,7215.97,1.48508e+07
Taipei,TSA,7376.44,1.48582e+07
Sapporo,CTS,7134.85,1.48653e+07
Matsumoto,MMJ,6382.35,1.48717e+07
Sapporo,CTS,6753.29,1.48785e+07
Ibaraki,IBR,6197.19,1.48847e+07
Nagoya,NGO,6631.56,1.48913e+07
Tokyo,NRT,6352.88,1.48977e+07
Obihiro,OBO,6752.25,1.49044e+07
Kwangju,HND,6286.84,1.49107e+07
Seoul,GMP,7000.54,1.49177e+07
Sapporo,CTS,6198.64,1.49239e+07
Hakodate,HKD,6582.37,1.49305e+07
Nagoya,NGO,6365.91,1.49368e+07
Memanbetsu,MMB,6682.62,1.49435e+07
Sapporo,CTS,6694.44,1.49502e+07
Nakashibetsu,SHB,6410.1,1.49566e+07
Sapporo,CTS,6757.9,1.49634e+07
Wakkanai,WKJ,6776.63,1.49702e+07
Kwangju,HND,6093.82,1.49763e+07
Seoul,GMP,7000.54,1.49833e+07
Nagasaki,NGS,6318.42,1.49896e+07
Iki,IKI,6861.48,1.49964e+07
Nagasaki,NGS,6728.63,1.50032e+07
Kwangju,HND,6299.96,1.50095e+07
Seoul,GMP,7000.54,1.50165e+07
Yamaguchi,UBJ,6296.54,1.50228e+07
Kwangju,HND,6263.17,1.5029e+07
Seoul,GMP,7000.54,1.5036e+07
Fukuoka,FUK,6326.61,1.50424e+07
Tsushima,TSJ,6897.31,1.50493e+07
Fukuoka,FUK,6680.37,1.50559e+07
Tokyo,NRT,6237.26,1.50622e+07
Monbetsu,MBE,6859.64,1.5069e+07
Kwangju,HND,6235.56,1.50753e+07
Seoul,GMP,7000.54,1.50823e+07
Nagoya,NGO,6007.83,1.50883e+07
Asahikawa,AKJ,6795.96,1.50951e+07
Nagoya,NGO,6373.01,1.51014e+07
Fukuoka,FUK,6938.85,1.51084e+07
Fukue,FUJ,6821.22,1.51152e+07
Fukuoka,FUK,6788.32,1.5122e+07
Tokyo,NRT,6237.26,1.51282e+07
Kagoshima,KOJ,6873.89,1.51351e+07
Tokyo,NRT,6374.44,1.51415e+07
Miyazaki,KMI,6823.13,1.51483e+07
Nagoya,NGO,6577.91,1.51549e+07
Oita,OIT,6834.85,1.51617e+07
Tokyo,NRT,6280.03,1.5168e+07
Kitakyushu,KKJ,7007.05,1.5175e+07
Kwangju,HND,6262.23,1.51813e+07
Seoul,GMP,7000.54,1.51883e+07
Kumamoto,KMJ,6254.85,1.51945e+07
Osaka,ITM,6581.27,1.52011e+07
Amami,ASJ,6558.67,1.52077e+07
Kwangju,HND,6636.06,1.52143e+07
Seoul,GMP,7000.54,1.52213e+07
Kanazawa,KMQ,6129.94,1.52274e+07
Tokyo,NRT,6245.65,1.52337e+07
Toyama,TOY,6747.95,1.52404e+07
Sapporo,CTS,6690.85,1.52471e+07
Hiroshima,HIJ,6624.15,1.52537e+07
Tokyo,NRT,6248.78,1.526e+07
Okayama,OKJ,6859.78,1.52668e+07
Sapporo,CTS,6672.94,1.52735e+07
Miho,YGJ,6678.32,1.52802e+07
Tokyo,NRT,6188.2,1.52864e+07
Kochi,KCZ,6780.29,1.52932e+07
Osaka,ITM,6623.01,1.52998e+07
Matsuyama,MYJ,6737.12,1.53065e+07
Tokyo,NRT,6283.62,1.53128e+07
Tottori,TTJ,6895.5,1.53197e+07
Kwangju,HND,6246.31,1.5326e+07
Seoul,GMP,7000.54,1.5333e+07
Tokyo,NRT,5837.69,1.53388e+07
Tokushima,TKS,6753.04,1.53455e+07
Kwangju,HND,6352.01,1.53519e+07
Seoul,GMP,7000.54,1.53589e+07
Takamatsu,TAK,6143.18,1.5365e+07
Kwangju,HND,6327.34,1.53714e+07
Seoul,GMP,7000.54,1.53784e+07
Aomori,AOJ,6133.45,1.53845e+07
Osaka,ITM,6506.66,1.5391e+07
Yamagata,GAJ,6508.21,1.53975e+07
Osaka,ITM,6610.2,1.54041e+07
Hanamaki,HNA,6527.05,1.54107e+07
Sapporo,CTS,6728.47,1.54174e+07
Akita,AXT,6467.89,1.54238e+07
Osaka,ITM,6539.05,1.54304e+07
Misawa,MSJ,6604.5,1.5437e+07
Osaka,ITM,6545.14,1.54435e+07
Sendai,SDJ,6447.15,1.545e+07
Tokyo,NRT,6343.47,1.54563e+07
Oshima,OIM,6431.42,1.54628e+07
Kwangju,HND,6484.72,1.54692e+07
Seoul,GMP,7000.54,1.54762e+07
Yeosu,RSU,6585.74,1.54828e+07
Cheju,CJU,6824.18,1.54897e+07
Busan,PUS,6840.48,1.54965e+07
Seoul,GMP,7092.07,1.55036e+07
Ulsan,USN,6525.28,1.55101e+07
Seoul,GMP,7078.55,1.55172e+07
Pohang,KPO,6545.33,1.55237e+07
Seoul,GMP,7050.87,1.55308e+07
Taegu,TAE,6578.86,1.55374e+07
Cheju,CJU,6783.95,1.55441e+07
Tokyo,NRT,6147.62,1.55503e+07
Okinawa,OKA,6676.96,1.5557e+07
Ishigaki,ISG,7078.14,1.55641e+07
Okinawa,OKA,7082.37,1.55711e+07
Kumejima,UEO,7044.12,1.55782e+07
Okinawa,OKA,6941.79,1.55851e+07
Miyako,MMY,7033.27,1.55922e+07
Kwangju,HND,6878.81,1.5599e+07
Seoul,GMP,7000.54,1.5606e+07
Manila,MNL,5716.64,1.56117e+07
Cotabato,CBO,7090.05,1.56188e+07
Manila,MNL,8316.06,1.56272e+07
Ladag,CGY,7136.86,1.56343e+07
Cebu,CEB,7751.98,1.5642e+07
Pagadian,PAG,7476.94,1.56495e+07
Cebu,CEB,7840.9,1.56574e+07
Zamboanga,ZAM,7506.47,1.56649e+07
Cebu,CEB,7970.14,1.56728e+07
Tacloban,TAC,7586.74,1.56804e+07
Manila,MNL,7931.65,1.56884e+07
Bacolod,BCD,7354.5,1.56957e+07
Manila,MNL,8016.11,1.57037e+07
Dumaguete,DGT,7260.57,1.5711e+07
Cebu,CEB,7704.26,1.57187e+07
Iloilo,ILO,7705.62,1.57264e+07
Cebu,CEB,7595.99,1.5734e+07
Kalibo,KLO,7774.59,1.57418e+07
Cebu,CEB,7509.56,1.57493e+07
Puerto Princesa,PPS,7877.08,1.57572e+07
Manila,MNL,8174.32,1.57653e+07
Parana,SJI,7417.4,1.57727e+07
Buenos Aires,AEP,3634.33,1.57764e+07
Rosario,ROS,3336.52,1.57797e+07
Buenos Aires,AEP,3545.93,1.57833e+07
Santa Fe,SFN,3408.49,1.57867e+07
Buenos Aires,AEP,3671.41,1.57903e+07
Cordoba,COR,3569.92,1.57939e+07
Mendoza,MDZ,4416.65,1.57983e+07
Buenos Aires,AEP,4270.04,1.58026e+07
San Rafael,AFA,3633.06,1.58062e+07
Buenos Aires,AEP,4044.69,1.58103e+07
Catamarca,CTC,3801.76,1.58141e+07
Buenos Aires,AEP,4444.11,1.58185e+07
Santiago Del Estero,SDE,3770.29,1.58223e+07
Buenos Aires,AEP,4399.78,1.58267e+07
La Rioja,IRJ,3814.99,1.58305e+07
Buenos Aires,AEP,4456.34,1.5835e+07
Tucuman,TUC,3859.08,1.58388e+07
Buenos Aires,AEP,4572.3,1.58434e+07
San Julian,UAQ,3785.77,1.58472e+07
Buenos Aires,AEP,4371.27,1.58516e+07
San Luis,LUQ,3597.07,1.58552e+07
Buenos Aires,AEP,3998.46,1.58591e+07
Resistencia,RES,3525.68,1.58627e+07
Buenos Aires,AEP,3960.88,1.58666e+07
Formosa,FMA,3545.3,1.58702e+07
Buenos Aires,AEP,4016.7,1.58742e+07
Iguazu Falls,IGR,3374.9,1.58776e+07
Buenos Aires,AEP,3743.26,1.58813e+07
Posadas,PSS,3385.07,1.58847e+07
Buenos Aires,AEP,3702.49,1.58884e+07
Salta,SLA,3983.82,1.58924e+07
Buenos Aires,AEP,4821.42,1.58972e+07
Jujuy,JUJ,3987.81,1.59012e+07
Buenos Aires,AEP,4834.85,1.5906e+07
Comodoro Rivadavia,CRD,3096.74,1.59091e+07
Trelew,REL,2726.83,1.59119e+07
Esquel,EQS,3007.38,1.59149e+07
Buenos Aires,AEP,3399.77,1.59183e+07
Viedma,VDM,3113.95,1.59214e+07
Trelew,REL,2854.44,1.59242e+07
Buenos Aires,AEP,2861.03,1.59271e+07
Puerto Madryn,PMY,3122.15,1.59302e+07
Buenos Aires,AEP,2893.55,1.59331e+07
Rio Grande,RGA,2845.47,1.5936e+07
Buenos Aires,AEP,1995.42,1.59379e+07
Bahia Blanca,BHI,3165.46,1.59411e+07
Mar Del Plata,MDQ,2926.06,1.5944e+07
Buenos Aires,AEP,2787.56,1.59468e+07
Neuquen,NQN,3413.38,1.59502e+07
Buenos Aires,AEP,3555.13,1.59538e+07
Santa Rosa,RSA,3344.83,1.59571e+07
San Rafael,AFA,3806.86,1.59609e+07
Buenos Aires,AEP,4044.69,1.5965e+07
San Carlos De Bariloche,BRC,3433.13,1.59684e+07
Buenos Aires,AEP,3590.42,1.5972e+07
San Martin Des Andes,CPC,3499.8,1.59755e+07
Buenos Aires,AEP,3704.59,1.59792e+07
Brasilia,BSB,3529.49,1.59827e+07
Maraba,MAB,5339.93,1.59881e+07
Redencao,RDC,6253.85,1.59943e+07
Conceicao Do Araguaia,CDJ,6000.11,1.60003e+07
Goroka,,4551.24,1.60049e+07
Port Moresby,POM,5141.79,1.601e+07
Tokyo,NRT,9232.63,1.60193e+07
Seattle,SEA,996.267,1.60203e+07
Juiz de Fora,FBS,11727,1.6032e+07
Campinas,VCP,3281.47,1.60353e+07
Araracuara,AQA,3560.15,1.60388e+07
Campinas,VCP,3625.98,1.60425e+07
Aracaju,AJU,3546.53,1.6046e+07
Rio De Janeiro,GIG,3546.71,1.60496e+07
Cuiaba,CGB,4341.09,1.60539e+07
Alta Floresta,AFL,5941.99,1.60598e+07
Cuiaba,CGB,6215.49,1.60661e+07
Sao Paulo,GRU,4902.08,1.6071e+07
Aracatuba,ARU,3657.74,1.60746e+07
Sao Paulo,GRU,3826.25,1.60784e+07
Belem,BEL,4897.47,1.60833e+07
Maraba,MAB,6692.92,1.609e+07
Brasilia,BSB,5720.48,1.60957e+07
Sao Paulo,GRU,4137.64,1.60999e+07
Belo Horizonte,PLU,3344.89,1.61032e+07
Sao Paulo,GRU,3424.45,1.61067e+07
Cascavel,CAC,3608.56,1.61103e+07
Sao Paulo,GRU,3700.56,1.6114e+07
Campo Grande,CNF,3354.17,1.61173e+07
Curitiba,CWB,4289.39,1.61216e+07
Chapeco,XAP,3429.03,1.6125e+07
Florianopolis,FLN,3321.84,1.61284e+07
Criciuma,CCM,2922.53,1.61313e+07
Florianopolis,FLN,2900.91,1.61342e+07
Rio De Janeiro,GIG,2908.85,1.61371e+07
Campos,CAW,2883.08,1.614e+07
Vitoria,VIX,2874.45,1.61428e+07
Campo Grande,CNF,3205.47,1.61461e+07
Corumba,CMG,4990.02,1.6151e+07
Campo Grande,CGR,5123.15,1.61562e+07
Sao Paulo,GRU,4266.01,1.61604e+07
Caxias Do Sul,CXJ,3223.67,1.61637e+07
Curitiba,CWB,3133.94,1.61668e+07
Brasilia,BSB,3811.46,1.61706e+07
Rio Branco,RBR,6327.85,1.61769e+07
Cruzeiro do Sul,CZS,7979.21,1.61849e+07
Rio Branco,RBR,8179.37,1.61931e+07
Brasilia,BSB,6858.65,1.61999e+07
Sao Paulo,GRU,4137.64,1.62041e+07
President Prudente,PPB,3650.28,1.62077e+07
Campinas,VCP,3857.28,1.62116e+07
Manaus,MAO,5683.43,1.62173e+07
Rio De Janeiro,GIG,6571.2,1.62238e+07
Foz Do Iguacu,IGU,3490.22,1.62273e+07
Rio De Janeiro,GIG,3621.51,1.6231e+07
Recife,REC,3347.49,1.62343e+07
Fernando Do Noronha,FEN,4162.92,1.62385e+07
Recife,REC,4225.15,1.62427e+07
Fortaleza,FOR,4623.13,1.62473e+07
Rio De Janeiro,GIG,4381.33,1.62517e+07
Goiania,GYN,3740.11,1.62554e+07
Rio De Janeiro,GIG,4063.63,1.62595e+07
Ilheus,IOS,3164.2,1.62627e+07
Sao Paulo,GRU,3507.17,1.62662e+07
Ipatinga,IPN,3283.79,1.62695e+07
Sao Paulo,GRU,3347.74,1.62728e+07
Joao Pessoa,JPA,3565.24,1.62764e+07
Sao Paulo,GRU,3883.53,1.62803e+07
Joinville,JOI,3255.35,1.62835e+07
Sao Paulo,GRU,3201.17,1.62867e+07
Belo Horizonte,PLU,3344.89,1.62901e+07
Campina Grande,CPV,3787.03,1.62938e+07
Salvador,SSA,4097.83,1.62979e+07
Sao Paulo,GRU,3625.83,1.63016e+07
Londrina,LDB,3559.88,1.63051e+07
Sao Paulo,GRU,3667.56,1.63088e+07
Salvador,SSA,3417.08,1.63122e+07
Bom Jesus Da Lapa,LAZ,4099.89,1.63163e+07
Guanambi,GNM,4318.77,1.63206e+07
Salvador,SSA,3996.82,1.63246e+07
Sao Paulo,GRU,3625.83,1.63283e+07
Maringa,MGF,3605.86,1.63319e+07
Sao Paulo,GRU,3727.8,1.63356e+07
Belo Horizonte,PLU,3344.89,1.63389e+07
Montes Claros,MOC,3670.19,1.63426e+07
Belo Horizonte,PLU,3768.89,1.63464e+07
Rio De Janeiro,GIG,3302.43,1.63497e+07
Maceio,MCZ,3313.09,1.6353e+07
Rio De Janeiro,GIG,3577.31,1.63566e+07
Navegantes,NVT,3026.19,1.63596e+07
Porto Alegre,POA,3030.31,1.63626e+07
Santa Maria,RIA,3075.39,1.63657e+07
Santo Angelo,GEL,3383.65,1.63691e+07
Porto Alegre,POA,3349.05,1.63724e+07
Rio De Janeiro,GIG,2896.67,1.63753e+07
Natal,NAT,3521.12,1.63788e+07
Sao Paulo,GRU,4022.84,1.63829e+07
Passo Fundo,PFB,3343.92,1.63862e+07
Porto Alegre,POA,3196.75,1.63894e+07
Pelotas,PET,2905.06,1.63923e+07
Porto Alegre,POA,2858.79,1.63952e+07
Brasilia,BSB,3536.15,1.63987e+07
Petrolina,PNZ,4560.11,1.64033e+07
Brasilia,BSB,4687.14,1.6408e+07
Porto Velho,PVH,6132.79,1.64141e+07
Brasilia,BSB,6634.47,1.64207e+07
Ribeirao Preto,SDU,4014.45,1.64247e+07
Rio De Janeiro,GIG,3479.26,1.64282e+07
Sao Jose Dos Campos,SJK,3064.2,1.64313e+07
Belo Horizonte,PLU,3318.99,1.64346e+07
Sao Luis,SLZ,4699.26,1.64393e+07
Rio De Janeiro,GIG,5045.1,1.64443e+07
Sao Jose Do Rio Preto,CGH,3088.78,1.64474e+07
Sao Paulo,GRU,3772.55,1.64512e+07
Teresina,THE,4224.34,1.64554e+07
Sao Paulo,GRU,4770.06,1.64602e+07
Manaus,MAO,5642.63,1.64658e+07
Tefe,TFF,8161.53,1.6474e+07
Manaus,MAO,8158.84,1.64822e+07
Tabatinga,TBT,8384.83,1.64905e+07
Manaus,MAO,8353.65,1.64989e+07
Brasilia,BSB,6897.23,1.65058e+07
Maraba,MAB,5339.93,1.65111e+07
Tucurui,TUR,6491.72,1.65176e+07
Belem,BEL,6744.63,1.65244e+07
Maraba,MAB,6692.92,1.65311e+07
Brasilia,BSB,5720.48,1.65368e+07
Salvador,SSA,4252.06,1.6541e+07
Paulo Alfonso,PAV,4008.67,1.65451e+07
Salvador,SSA,4088.11,1.65491e+07
Rio De Janeiro,GIG,3470.98,1.65526e+07
Porto Alegre,POA,2975.29,1.65556e+07
Santa Maria,RIA,3075.39,1.65587e+07
Uruguaiana,URG,3452.08,1.65621e+07
Santa Maria,RIA,3554.17,1.65657e+07
Porto Alegre,POA,3165.15,1.65688e+07
Sao Paulo,GRU,3026.35,1.65719e+07
Uberlandia,UDI,3656.15,1.65755e+07
Uberaba,UBA,4130.4,1.65796e+07
Sao Paulo,GRU,3755.53,1.65834e+07
Cuiaba,CGB,4407,1.65878e+07
Vilhena,BVH,6004.78,1.65938e+07
Cuiaba,CGB,6213.36,1.66e+07
Sao Paulo,GRU,4902.08,1.66049e+07
Barcelona,BCN,4326.57,1.66093e+07
Santiago,SCQ,6717.47,1.6616e+07
Arica,ARI,5162.69,1.66211e+07
Iquique,IQQ,6644.22,1.66278e+07
Santa Cruz,VVI,6274.07,1.66341e+07
Sao Paulo,GRU,5355.31,1.66394e+07
Buenos Aires,AEP,3331.03,1.66427e+07
Rio Gallegos,RGL,2956.41,1.66457e+07
Mount Pleasant,MPN,1997.91,1.66477e+07
Punta Arenas,PUQ,1345.7,1.6649e+07
Balmaceda,BBA,2357.87,1.66514e+07
Antofagasta,SCL,3464.42,1.66549e+07
Calama,CJC,6010.04,1.66609e+07
Antofagasta,SCL,5733.95,1.66666e+07
Iquique,IQQ,6110.98,1.66727e+07
Santa Cruz,VVI,6274.07,1.6679e+07
Madrid,MAD,6063.4,1.66851e+07
Santiago,SCQ,7143.11,1.66922e+07
Concepcion,CCP,4686.13,1.66969e+07
Puerto Montt,PMC,4392.9,1.67013e+07
Punta Arenas,PUQ,3643.28,1.67049e+07
Rio Gallegos,RGL,2169.69,1.67071e+07
Buenos Aires,AEP,2328.15,1.67094e+07
Barcelona,BCN,3890.85,1.67133e+07
Santiago,SCQ,6717.47,1.672e+07
Easter Island,IPC,6242.27,1.67263e+07
Antofagasta,SCL,8748.87,1.6735e+07
Iquique,IQQ,6110.98,1.67411e+07
Santa Cruz,VVI,6274.07,1.67474e+07
Madrid,MAD,6063.4,1.67535e+07
Santiago,SCQ,7143.11,1.67606e+07
Osorno,ZOS,4586.66,1.67652e+07
Valdivia,ZAL,4019.81,1.67692e+07
Antofagasta,SCL,4218.35,1.67734e+07
La Serena,LSC,5859.27,1.67793e+07
Antofagasta,SCL,5117.48,1.67844e+07
Iquique,IQQ,6110.98,1.67905e+07
Santa Cruz,VVI,6274.07,1.67968e+07
Madrid,MAD,6063.4,1.68029e+07
Santiago,SCQ,7143.11,1.681e+07
Temuco,ZCO,4622.51,1.68146e+07
Concepcion,CCP,4252.37,1.68189e+07
Puerto Montt,PMC,4392.9,1.68233e+07
Punta Arenas,PUQ,3643.28,1.68269e+07
Rio Gallegos,RGL,2169.69,1.68291e+07
Buenos Aires,AEP,2328.15,1.68314e+07
Sao Paulo,GRU,3132.72,1.68345e+07
Quito,UIO,7270.41,1.68418e+07
Coca,OCC,9690.33,1.68515e+07
Quito,UIO,9662.09,1.68612e+07
Cuenca,CUE,9681.08,1.68708e+07
Guayaquil,GYE,9427.8,1.68803e+07
Galapagos,GPS,9762.26,1.689e+07
Guayaquil,GYE,9957.81,1.69e+07
Quito,UIO,9539.83,1.69095e+07
Manta,MEC,9760.03,1.69193e+07
Quito,UIO,9689.8,1.6929e+07
Sao Paulo,GRU,8810.24,1.69378e+07
Asuncion,ASU,3851.37,1.69416e+07
Buenos Aires,AEP,4055.32,1.69457e+07
Bogota,BOG,6140.5,1.69518e+07
Armenia,AXM,10209.6,1.69621e+07
Bogota,BOG,10179.3,1.69722e+07
Puerto Asis,PUU,10114.2,1.69823e+07
Bogota,BOG,9769.05,1.69921e+07
Bucaramanga,BGA,10212.3,1.70023e+07
Bogota,BOG,10404.9,1.70127e+07
Barranquilla,BAQ,10373.4,1.70231e+07
Bogota,BOG,10847.7,1.7034e+07
Medellin,EOH,10257.2,1.70442e+07
Bahia Solano,BSC,10495,1.70547e+07
Medellin,EOH,10477,1.70652e+07
Bogota,BOG,10365.7,1.70755e+07
Buenaventura,BUN,10227.2,1.70858e+07
Bogota,BOG,10138.6,1.70959e+07
Cucuta,CUC,10216.1,1.71061e+07
Bogota,BOG,10473.5,1.71166e+07
Cartagena,CTG,10382,1.7127e+07
Cali,CLO,10847.8,1.71378e+07
Tumaco,TCO,10139.1,1.7148e+07
Cali,CLO,9982.47,1.7158e+07
Bogota,BOG,10095,1.7168e+07
Corozal,CZU,10341.6,1.71784e+07
Bogota,BOG,10693.4,1.71891e+07
Barrancabermeja,EJA,10227.8,1.71993e+07
Bogota,BOG,10409.2,1.72097e+07
Florencia,FLA,10118.6,1.72198e+07
Bogota,BOG,9866.08,1.72297e+07
Cali,CLO,10200.8,1.72399e+07
Guapi,GPI,10136.6,1.725e+07
Cali,CLO,10047.9,1.72601e+07
Bogota,BOG,10095,1.72702e+07
Ibague,IBE,10189.8,1.72804e+07
Bogota,BOG,10161.4,1.72905e+07
Ipiales,IPI,10159.4,1.73007e+07
Bogota,BOG,9832.61,1.73105e+07
Leticia,LET,9791.97,1.73203e+07
Bogota,BOG,9140.74,1.73295e+07
Monteria,MTR,10342.5,1.73398e+07
Bogota,BOG,10652.1,1.73505e+07
Mitu,MVP,9953.6,1.73604e+07
Bogota,BOG,9716.6,1.73701e+07
Manizales,MZL,10217.8,1.73803e+07
Bogota,BOG,10234.5,1.73906e+07
Neiva,NVA,10150.8,1.74007e+07
Bogota,BOG,10006.7,1.74107e+07
Puerto Carreno,PCR,10016.8,1.74208e+07
Bogota,BOG,10167.1,1.74309e+07
Pereira,PEI,10219.5,1.74411e+07
Bogota,BOG,10217.5,1.74514e+07
Popayan,PPN,10175.2,1.74615e+07
Bogota,BOG,9982.29,1.74715e+07
Pasto,PSO,10164,1.74817e+07
Cali,CLO,9908.33,1.74916e+07
San Andres Island,ADZ,10497,1.75021e+07
Providencia,PVA,11461.1,1.75135e+07
San Andres Island,ADZ,11540.9,1.75251e+07
Rio Negro,MDE,11251.6,1.75363e+07
Bogota,BOG,10355.7,1.75467e+07
Rio Hacha,RCH,10336.6,1.7557e+07
Bogota,BOG,10866.6,1.75679e+07
San Jose Del Guaviare,SJE,10061.8,1.7578e+07
Bogota,BOG,9908.41,1.75879e+07
Santa Marta,SMR,10363.7,1.75982e+07
Bogota,BOG,10857.9,1.76091e+07
San Vincente De Caguan,SVI,10111.7,1.76192e+07
Bogota,BOG,9909.32,1.76291e+07
Tame,TME,10149.9,1.76393e+07
Bogota,BOG,10298.5,1.76496e+07
Arauca,AUC,10137.9,1.76597e+07
Bogota,BOG,10338.7,1.767e+07
Quibdo,UIB,10272.8,1.76803e+07
Bogota,BOG,10333.3,1.76906e+07
Valledupar,VUP,10313.5,1.7701e+07
Bogota,BOG,10759,1.77117e+07
Villavicencio,VVC,10137.1,1.77218e+07
Bogota,BOG,10099.4,1.77319e+07
Sao Paulo,GRU,8903.28,1.77409e+07
Cochabamba,CBB,5020.59,1.77459e+07
Cobija,CIJ,6817.18,1.77527e+07
Cochabamba,CBB,7293.18,1.776e+07
Potosi,LPB,6573.11,1.77666e+07
Tarija,TJA,6029,1.77726e+07
Santa Cruz,VVI,5818.17,1.77784e+07
Trinidad,TDD,6305.44,1.77847e+07
Cochabamba,CBB,6654.57,1.77914e+07
Tarija,TJA,6255.09,1.77976e+07
Yacuiba,BYC,5670.71,1.78033e+07
Tarija,TJA,5617.39,1.78089e+07
Santa Cruz,VVI,5818.17,1.78147e+07
Erbil,EZE,5372.52,1.78201e+07
Amsterdam,AMS,4073.52,1.78242e+07
Zandery,PBM,7626.65,1.78318e+07
Cayenne,CAY,8524.21,1.78403e+07
Lille,ORY,7702.13,1.7848e+07
Barcelona,BCN,6422.12,1.78544e+07
Panama City,PTY,10943.3,1.78654e+07
Iquitos,IQT,10584.3,1.7876e+07
Pucallpa,PCL,8856.69,1.78848e+07
Goroka,,7356.59,1.78922e+07
Port Moresby,POM,5141.79,1.78973e+07
Tokyo,NRT,9232.63,1.79066e+07
Mexico City,MEX,5318.32,1.79119e+07
La Paz,LAP,11443.7,1.79233e+07
Arequipa,AQP,6908.38,1.79302e+07
Juliaca,JUL,7085.56,1.79373e+07
Goroka,,6077.98,1.79434e+07
Port Moresby,POM,5141.79,1.79485e+07
Nandi,NAN,4961.1,1.79535e+07
Los Angeles,LAX,3777.03,1.79573e+07
Panama City,PTY,13348.9,1.79706e+07
Iquitos,IQT,10584.3,1.79812e+07
Tarapoto,TPP,8966.63,1.79902e+07
Goroka,,7764.24,1.79979e+07
Port Moresby,POM,5141.79,1.80031e+07
Tokyo,NRT,9232.63,1.80123e+07
Mexico City,MEX,5318.32,1.80176e+07
La Paz,LAP,11443.7,1.80291e+07
Arequipa,AQP,6908.38,1.8036e+07
Tacna,TCQ,7010.85,1.8043e+07
Arequipa,AQP,6852.8,1.80498e+07
Cuzco,CUZ,7201.36,1.8057e+07
Puerto Maldonado,PEM,7462.16,1.80645e+07
Goroka,,6291.79,1.80708e+07
Port Moresby,POM,5141.79,1.80759e+07
Manila,MNL,9063.36,1.8085e+07
Parana,SJI,7417.4,1.80924e+07
Buenos Aires,AEP,3634.33,1.80961e+07
Montevideo,MVD,3061.97,1.80991e+07
Panama City,PTY,6769.44,1.81059e+07
Barinas,BLA,10686.2,1.81166e+07
Caracas,CCS,10442.6,1.8127e+07
Barquisimeto,BRM,10631.4,1.81377e+07
Porlamar,PMV,10465,1.81481e+07
Guayana,PZO,10194,1.81583e+07
Canaima,CAJ,9788.56,1.81681e+07
Guayana,PZO,9678.99,1.81778e+07
Caracas,CCS,10198.5,1.8188e+07
Coro,CZE,10703.2,1.81987e+07
Caracas,CCS,10719.6,1.82094e+07
Cumana,CUM,10430.3,1.82198e+07
Caracas,CCS,10454.6,1.82303e+07
Paraguana,LSP,10738.7,1.8241e+07
Caracas,CCS,10771.9,1.82518e+07
La Fria,LFR,10678.3,1.82625e+07
Caracas,CCS,10459.2,1.82729e+07
Maracaibo,MAR,10753.8,1.82837e+07
Porlamar,PMV,10598.8,1.82943e+07
Maturin,MUN,10278.5,1.83046e+07
Caracas,CCS,10355.3,1.83149e+07
Puerto Ayacucho,PYH,10374.6,1.83253e+07
Caracas,CCS,10059.8,1.83354e+07
Porlamar,PMV,10442.6,1.83458e+07
Puerto Cabello,PBL,10541.2,1.83563e+07
Porlamar,PMV,10467,1.83668e+07
Caracas,CCS,10496.1,1.83773e+07
San Antonio,SVZ,10668.6,1.8388e+07
Caracas,CCS,10421.6,1.83984e+07
San Tome,SOM,10369.3,1.84088e+07
Caracas,CCS,10303.9,1.84191e+07
Valera,VLV,10653.5,1.84297e+07
